Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
4178,ROLB,Josh,White,Josh White,LAC,True,0,32,1111,0,27,46,66,1,6,36,22,0,2,0,0,8,0,7,0,0,1,0,15,3,Josh,White,1885.0,1883.0,7.0,Signed,70.0,4.0,0.0,LAC,tier_5,0.9000900090009001,1.8001800180018002,8.1008100810081,83.7083708370837,7.200720072007201,3.2403240324032403,1.8666666666666667,LAC,1
4179,SS,Jordan,Morant,Jordan Morant,LAC,True,0,0,463,0,7,12,24,0,6,9,0,0,0,0,0,5,0,7,0,0,0,0,15,3,Jordan,Morant,2580.0,2578.0,7.0,Signed,68.0,0.0,0.0,LAC,tier_6,0.0,0.0,10.79913606911447,66.95464362850973,10.79913606911447,1.9438444924406046,0.26666666666666666,LAC,-1
4180,DT,J.T.,Tuimoloau,J.T. Tuimoloau,LAC,True,0,0,801,0,20,25,32,1,6,0,0,0,0,0,0,1,0,7,9,0,7,0,15,6,J.T.,Tuimoloau,1346.0,1344.0,7.0,Signed,79.0,0.0,1.0,LAC,tier_4,19.975031210986266,0.0,21.22347066167291,64.91885143570538,1.2484394506866416,0.0,-0.06666666666666667,LAC,-3
4181,LE,Tyreke,Smith,Tyreke Smith,LAC,True,0,0,464,0,8,14,18,1,6,1,0,0,0,0,0,0,0,7,7,0,5,0,12,6,Tyreke,Smith,3380.0,3378.0,7.0,Signed,69.0,4.0,0.0,LAC,tier_6,25.862068965517242,0.0,25.862068965517242,56.03448275862069,0.0,0.21551724137931033,0.08333333333333333,LAC,6
4182,CB,Noah,Daniels,Noah Daniels,LAC,True,0,33,932,0,26,40,54,1,6,24,30,0,2,0,0,5,0,7,0,0,0,0,15,15,Noah,Daniels,3331.0,3329.0,7.0,Signed,79.0,0.0,2.0,LAC,tier_4,0.0,2.1459227467811157,5.364806866952789,85.83690987124463,5.364806866952789,2.575107296137339,1.2666666666666666,LAC,-4
4183,CB,Jordan,Hancock,Jordan Hancock,KC,True,0,79,1023,0,9,27,43,0,6,20,34,0,3,0,0,12,0,8,0,0,0,0,15,5,Jordan,Hancock,28.0,26.0,8.0,Signed,77.0,1.0,0.0,KC,tier_4,0.0,2.932551319648094,11.730205278592376,50.830889540566965,11.730205278592376,1.9550342130987293,0.5333333333333333,KC,0
4184,CB,Asante,Samuel Jr,Asante Samuel Jr,LAC,True,0,30,923,0,21,48,53,0,6,26,30,0,1,1,0,10,0,7,0,0,0,0,15,15,Asante,Samuel Jr,2301.0,2299.0,7.0,Signed,90.0,0.0,2.0,LAC,tier_1,0.0,2.1668472372697725,10.834236186348862,80.17334777898158,10.834236186348862,2.8169014084507045,1.0666666666666667,LAC,-2
4185,FS,Nasir,Adderley,Nasir Adderley,LAC,True,0,13,1060,0,36,24,36,0,6,10,13,0,1,0,0,5,0,7,0,0,0,0,15,15,Nasir,Adderley,15.0,13.0,7.0,Signed,75.0,0.0,1.0,LAC,tier_4,0.0,0.9433962264150944,4.716981132075471,67.9245283018868,4.716981132075471,0.9433962264150944,0.3333333333333333,LAC,-1
4186,ROLB,Uchenna,Nwosu,Uchenna Nwosu,LAC,True,35,0,1030,3,11,39,52,0,6,10,0,0,0,0,0,0,0,7,10,4,6,2,15,15,Uchenna,Nwosu,1966.0,1964.0,7.0,Signed,76.0,6.0,0.0,LAC,tier_4,15.533980582524272,8.737864077669903,15.533980582524272,61.16504854368932,0.0,0.9708737864077669,0.6666666666666666,LAC,4
4188,CB,Caleb,Presley,Caleb Presley,WAS,True,0,0,343,0,1,9,10,0,6,2,0,0,0,0,0,1,0,25,0,0,0,0,15,5,Caleb,Presley,1823.0,1821.0,25.0,Signed,68.0,2.0,0.0,WAS,tier_6,0.0,0.0,2.9154518950437316,32.06997084548105,2.9154518950437316,0.5830903790087464,0.06666666666666667,WAS,-2
4195,DT,Jared,Harrison-Hunte,Jared Harrison-Hunte,TB,True,0,0,415,0,14,10,17,0,6,0,0,0,0,0,0,1,0,5,6,0,1,0,15,7,Jared,Harrison-Hunte,3679.0,3677.0,5.0,Signed,63.0,0.0,2.0,TB,tier_6,16.867469879518072,0.0,19.27710843373494,74.6987951807229,2.4096385542168677,0.0,-0.06666666666666667,TB,0
4199,LOLB,TJ,Capers,TJ Capers,TB,True,0,0,468,0,9,9,15,1,6,2,0,0,0,0,0,1,0,5,1,0,1,0,15,5,TJ,Capers,1037.0,1035.0,5.0,Signed,75.0,0.0,6.0,TB,tier_4,4.273504273504274,0.0,6.41025641025641,51.28205128205128,2.136752136752137,0.4273504273504274,0.06666666666666667,TB,-5
4210,SS,Antoine,Brooks Jr,Antoine Brooks Jr,ATL,True,0,0,345,0,5,5,9,0,6,2,0,0,0,0,0,1,0,13,1,0,0,0,15,4,Antoine,Brooks Jr,291.0,289.0,13.0,Signed,65.0,0.0,1.0,ATL,tier_6,2.898550724637681,0.0,5.797101449275362,40.57971014492753,2.898550724637681,0.5797101449275363,0.06666666666666667,ATL,-5
4214,LOLB,Dishawn,Misa,Dishawn Misa,LV,True,0,0,340,0,3,2,3,1,6,0,0,0,0,0,0,0,0,22,0,0,0,0,15,3,Dishawn,Misa,2287.0,2285.0,22.0,Signed,68.0,0.0,2.0,LV,tier_6,0.0,0.0,0.0,17.647058823529413,0.0,0.0,0.0,LV,-4
4215,FS,Joenel,Aguero,Joenel Aguero,LV,True,0,0,585,0,20,27,35,0,6,13,0,0,0,0,0,5,0,22,1,0,1,0,11,2,Joenel,Aguero,2816.0,2814.0,22.0,Signed,68.0,3.0,0.0,LV,tier_6,3.4188034188034186,0.0,11.965811965811966,94.01709401709401,8.547008547008549,2.2222222222222223,0.7272727272727273,LV,9
4217,CB,Tre'Davious,White,Tre'Davious White,LV,True,0,36,915,0,18,36,47,0,6,30,23,0,3,0,0,6,0,22,0,0,0,0,15,15,Tre'Davious,White,2810.0,2808.0,22.0,Signed,80.0,0.0,3.0,LV,tier_3,0.0,3.278688524590164,6.557377049180328,71.03825136612022,6.557377049180328,3.278688524590164,1.6,LV,-3
4219,DT,Zacch,Pickens,Zacch Pickens,LV,True,11,0,881,2,22,26,42,0,6,0,0,0,0,0,0,0,0,22,13,3,7,0,15,7,Zacch,Pickens,3267.0,3265.0,22.0,Signed,73.0,11.0,0.0,LV,tier_5,22.701475595913735,5.675368898978434,22.701475595913735,72.64472190692395,0.0,0.0,0.0,LV,6
4220,LOLB,Josh,McCarron,Josh McCarron,LV,True,0,0,362,0,3,3,7,0,6,4,0,0,0,0,0,0,0,22,0,0,0,0,15,3,Josh,McCarron,615.0,613.0,22.0,Signed,67.0,0.0,2.0,LV,tier_6,0.0,0.0,0.0,27.624309392265193,0.0,1.1049723756906076,0.26666666666666666,LV,-2
4221,CB,Azareyeh,Thomas,Azareyeh Thomas,LV,True,0,65,1016,0,18,29,44,0,6,26,28,0,3,0,0,3,0,22,0,0,0,0,15,15,Azareyeh,Thomas,3622.0,3620.0,22.0,Signed,77.0,0.0,3.0,LV,tier_4,0.0,2.952755905511811,2.952755905511811,61.023622047244096,2.952755905511811,2.559055118110236,1.5333333333333334,LV,-5
4222,CB,Jaheim,Singletary,Jaheim Singletary,PHI,True,0,95,414,0,19,0,26,1,6,0,56,0,3,2,0,9,0,12,2,2,1,0,15,15,Jaheim,Singletary,2933.0,2931.0,12.0,Signed,72.0,8.0,0.0,PHI,tier_5,7.246376811594203,16.908212560386474,28.985507246376812,108.69565217391305,21.73913043478261,0.0,-0.6,PHI,14
4224,RE,Monkell,Goodwine,Monkell Goodwine,LV,True,0,0,968,0,19,38,55,1,6,0,0,0,0,0,0,0,0,22,10,0,6,0,15,15,Monkell,Goodwine,1049.0,1047.0,22.0,Signed,80.0,0.0,3.0,LV,tier_3,16.528925619834713,0.0,16.528925619834713,76.44628099173553,0.0,0.0,0.0,LV,-5
4225,LE,Montez,Sweat,Montez Sweat,PHI,True,0,0,829,0,23,0,18,0,6,0,0,0,0,0,0,0,0,12,8,0,8,0,15,15,Montez,Sweat,2544.0,2542.0,12.0,Signed,83.0,0.0,1.0,PHI,tier_3,19.300361881785282,0.0,19.300361881785282,49.45717732207479,0.0,0.0,0.0,PHI,-3
4226,CB,Trent,McDuffie,Trent McDuffie,LV,True,0,34,1032,0,21,35,54,0,6,26,15,0,3,0,0,4,0,22,1,0,1,0,15,3,Trent,McDuffie,3316.0,3314.0,22.0,Signed,75.0,0.0,2.0,LV,tier_4,1.937984496124031,2.9069767441860463,5.813953488372093,72.67441860465117,3.875968992248062,2.5193798449612403,1.4666666666666666,LV,-4
4227,ROLB,Terrell,Lewis,Terrell Lewis,LV,True,6,0,410,1,16,22,24,0,6,14,0,0,0,0,0,0,1,22,1,1,1,0,15,15,Terrell,Lewis,1603.0,1601.0,22.0,Signed,71.0,0.0,0.0,LV,tier_5,4.878048780487805,7.317073170731708,4.878048780487805,97.5609756097561,0.0,3.414634146341464,0.9333333333333333,LV,5
4228,LOLB,Joey,Bosa,Joey Bosa,LV,True,0,0,765,0,17,36,55,0,6,24,0,0,0,0,0,0,0,22,2,0,0,0,15,15,Joey,Bosa,241.0,239.0,22.0,Signed,79.0,0.0,4.0,LV,tier_4,2.6143790849673203,0.0,2.6143790849673203,94.11764705882352,0.0,3.1372549019607843,1.6,LV,-2
4230,DT,Maason,Smith,Maason Smith,LV,True,0,0,470,0,7,17,21,1,6,0,0,0,0,0,0,0,1,22,5,0,3,0,10,10,Maason,Smith,548.0,546.0,22.0,Signed,78.0,0.0,0.0,LV,tier_4,17.02127659574468,2.127659574468085,17.02127659574468,59.57446808510639,0.0,0.0,0.0,LV,-1
4231,SS,Ray,Thornton III,Ray Thornton III,LV,True,0,86,1077,0,21,44,55,0,6,34,30,0,5,0,0,15,0,22,0,0,0,0,15,15,Ray,Thornton III,1600.0,1598.0,22.0,Signed,84.0,0.0,2.0,LV,tier_3,0.0,4.642525533890436,13.927576601671309,70.56638811513463,13.927576601671309,3.1569173630454963,1.2666666666666666,LV,4
4232,MLB,Edeufan,Ulofoshio,Edeufan Ulofoshio,LV,True,0,0,1061,0,25,63,85,0,6,55,0,0,0,0,0,13,0,22,0,0,0,0,15,15,Edeufan,Ulofoshio,3212.0,3210.0,22.0,Signed,85.0,0.0,3.0,LV,tier_2,0.0,0.0,12.252591894439208,103.67577756833177,12.252591894439208,5.183788878416588,2.8,LV,-3
4234,FS,Trevon,Moehrig,Trevon Moehrig,LV,True,0,0,1106,0,29,25,42,0,6,13,0,0,0,0,0,6,0,22,0,0,0,0,15,15,Trevon,Moehrig,1835.0,1833.0,22.0,Signed,86.0,0.0,3.0,LV,tier_2,0.0,0.0,5.424954792043399,64.19529837251356,5.424954792043399,1.1754068716094033,0.4666666666666667,LV,-5
4235,LE,Maxx,Crosby,Maxx Crosby,LV,True,36,0,985,1,27,40,41,0,6,2,0,0,0,0,0,0,0,22,10,1,6,0,15,15,Maxx,Crosby,552.0,550.0,22.0,Signed,91.0,0.0,3.0,LV,tier_1,16.243654822335028,2.0304568527918785,16.243654822335028,69.03553299492386,0.0,0.20304568527918782,0.13333333333333333,LV,-8
4236,MLB,Karmelo,Overton,Karmelo Overton,PIT,True,0,0,310,0,4,4,8,0,6,2,0,0,0,0,0,0,0,28,0,0,0,0,15,5,Karmelo,Overton,2651.0,2649.0,28.0,Signed,63.0,0.0,3.0,PIT,tier_6,0.0,0.0,0.0,38.70967741935484,0.0,0.6451612903225806,0.13333333333333333,PIT,-3
4239,CB,Benjamin,St-Juste,Benjamin St-Juste,ARI,True,0,1,854,0,17,20,42,0,6,20,1,0,1,0,0,8,0,6,0,0,0,0,15,4,Benjamin,St-Juste,2514.0,2512.0,6.0,Signed,69.0,1.0,0.0,ARI,tier_6,0.0,1.17096018735363,9.36768149882904,69.08665105386416,9.36768149882904,2.3419203747072603,0.8,ARI,1
4246,LE,Nigel,Smith II,Nigel Smith II,DAL,True,0,0,312,0,6,10,10,0,6,0,0,0,0,0,0,0,0,10,4,0,3,0,13,13,Nigel,Smith II,1836.0,1834.0,10.0,Signed,74.0,0.0,2.0,DAL,tier_5,22.435897435897434,0.0,22.435897435897434,51.28205128205128,0.0,0.0,0.0,DAL,1
4252,LE,Dre'Mont,Jones,Dre'Mont Jones,TEN,True,10,0,770,1,15,23,32,0,6,0,0,0,0,0,0,0,0,29,9,1,6,1,13,13,Dre'Mont,Jones,1421.0,1419.0,29.0,Signed,74.0,4.0,0.0,TEN,tier_5,19.48051948051948,3.896103896103896,19.48051948051948,61.03896103896104,0.0,0.0,0.0,TEN,1
4259,DT,James,Smith,James Smith,TB,True,3,0,632,1,19,27,28,0,6,0,0,0,0,0,0,0,0,5,10,1,5,0,12,12,James,Smith,2324.0,2322.0,5.0,Signed,78.0,4.0,0.0,TB,tier_4,23.734177215189874,3.1645569620253164,23.734177215189874,74.36708860759494,0.0,0.0,0.0,TB,2
4260,DT,Mike,Hall,Mike Hall,JAX,True,0,0,342,0,9,21,24,1,6,0,0,0,0,0,0,0,0,16,6,1,1,0,13,6,Mike,Hall,1920.0,1918.0,16.0,Signed,73.0,0.0,1.0,JAX,tier_5,20.46783625730994,2.923976608187134,20.46783625730994,96.49122807017544,0.0,0.0,0.0,JAX,2
4264,LOLB,B.J.,Ojulari,B.J. Ojulari,PIT,True,0,0,677,0,12,21,26,1,6,5,0,0,0,0,0,0,0,28,6,0,2,0,15,15,B.J.,Ojulari,3269.0,3267.0,28.0,Signed,71.0,0.0,0.0,PIT,tier_5,11.816838995568686,0.0,11.816838995568686,56.129985228951256,0.0,0.7385524372230428,0.3333333333333333,PIT,-1
4265,LE,Charles,Omenihu,Charles Omenihu,PIT,True,34,0,548,2,7,17,19,0,6,0,0,0,0,0,0,0,0,28,9,2,2,1,15,15,Charles,Omenihu,2005.0,2003.0,28.0,Signed,72.0,4.0,0.0,PIT,tier_5,20.072992700729927,9.124087591240874,20.072992700729927,47.44525547445255,0.0,0.0,0.0,PIT,7
4267,DT,Gervon,Dexter,Gervon Dexter,PIT,True,0,0,958,0,21,34,50,0,6,1,0,0,0,0,0,1,0,28,16,0,10,0,15,15,Gervon,Dexter,2679.0,2677.0,28.0,Signed,84.0,3.0,0.0,PIT,tier_3,27.13987473903967,0.0,28.183716075156575,74.11273486430063,1.04384133611691,0.10438413361169101,0.0,PIT,1
4268,DT,Tygee,Hill,Tygee Hill,PIT,True,30,0,487,1,8,14,18,1,6,0,0,0,0,0,0,0,0,28,6,1,3,0,15,5,Tygee,Hill,347.0,345.0,28.0,Signed,77.0,0.0,2.0,PIT,tier_4,18.480492813141684,4.106776180698152,18.480492813141684,53.38809034907597,0.0,0.0,0.0,PIT,2
4269,SS,Geno,Stone,Geno Stone,PIT,True,0,1,1091,0,34,46,59,0,6,21,1,0,1,0,0,11,0,28,1,0,0,0,15,15,Geno,Stone,2518.0,2516.0,28.0,Signed,81.0,3.0,0.0,PIT,tier_3,0.9165902841429882,0.9165902841429882,10.999083409715857,85.24289642529789,10.082493125572869,1.924839596700275,0.6666666666666666,PIT,1
4270,SS,Jadarius,Green-McKnight,Jadarius Green-McKnight,PIT,True,0,0,509,0,9,13,19,0,6,7,0,0,0,0,0,3,0,28,0,0,0,0,15,5,Jadarius,Green-McKnight,1681.0,1679.0,28.0,Signed,69.0,0.0,1.0,PIT,tier_6,0.0,0.0,5.893909626719057,55.0098231827112,5.893909626719057,1.37524557956778,0.26666666666666666,PIT,-4
4271,LOLB,Josiah,Silver,Josiah Silver,PIT,True,0,0,358,0,1,4,5,0,6,0,0,0,0,0,0,0,0,28,0,0,0,0,15,5,Josiah,Silver,2694.0,2692.0,28.0,Signed,62.0,0.0,2.0,PIT,tier_6,0.0,0.0,0.0,16.75977653631285,0.0,0.0,0.0,PIT,-4
4273,CB,Billy,Bowman,Billy Bowman,PIT,True,49,26,660,2,14,22,33,0,6,19,25,0,2,0,0,12,0,28,0,1,1,1,10,10,Billy,Bowman,1530.0,1528.0,28.0,Signed,76.0,9.0,0.0,PIT,tier_4,1.5151515151515151,9.09090909090909,19.696969696969695,71.21212121212122,18.18181818181818,2.878787878787879,0.7,PIT,5
4274,RE,Mykel,Williams,Mykel Williams,PIT,True,0,0,1041,1,25,56,72,1,6,8,0,0,0,0,0,0,0,28,19,1,13,1,15,15,Mykel,Williams,2650.0,2648.0,28.0,Signed,77.0,7.0,0.0,PIT,tier_4,30.73967339097022,2.881844380403458,30.73967339097022,93.17963496637849,0.0,0.7684918347742555,0.5333333333333333,PIT,6
4275,CB,Robert,Rochell,Robert Rochell,PIT,True,0,40,877,0,15,29,43,0,6,16,30,0,3,0,0,10,0,28,0,0,0,0,15,6,Robert,Rochell,2256.0,2254.0,28.0,Signed,73.0,1.0,0.0,PIT,tier_5,0.0,3.4207525655644244,11.402508551881414,66.1345496009122,11.402508551881414,1.8244013683010263,0.4,PIT,1
4277,MLB,Stephen,Dix Jr,Stephen Dix Jr,PIT,True,0,0,1184,0,29,44,69,1,6,23,0,0,0,0,0,3,0,28,4,0,0,0,15,6,Stephen,Dix Jr,867.0,865.0,28.0,Signed,71.0,1.0,0.0,PIT,tier_5,3.3783783783783785,0.0,5.912162162162162,82.77027027027027,2.5337837837837838,1.9425675675675675,1.3333333333333333,PIT,-2
4278,FS,Jaylon,King,Jaylon King,PIT,True,0,15,1139,0,33,39,49,0,6,17,15,0,1,0,0,8,0,28,0,0,0,0,15,15,Jaylon,King,1315.0,1313.0,28.0,Signed,85.0,0.0,0.0,PIT,tier_2,0.0,0.8779631255487269,7.023705004389815,71.99297629499561,7.023705004389815,1.4925373134328357,0.6,PIT,-2
4279,MLB,Devin,Bush,Devin Bush,PIT,True,0,0,808,0,22,43,56,0,6,25,0,0,0,0,0,9,0,28,2,1,1,0,12,12,Devin,Bush,364.0,362.0,28.0,Signed,79.0,2.0,0.0,PIT,tier_4,3.7128712871287126,1.2376237623762376,14.85148514851485,96.53465346534654,11.138613861386139,3.094059405940594,1.3333333333333333,PIT,-2
4282,CB,Marcus,Washington,Marcus Washington,DAL,True,0,66,736,0,13,26,39,0,6,16,33,0,3,0,0,11,0,10,1,0,1,0,15,6,Marcus,Washington,3033.0,3031.0,10.0,Signed,76.0,0.0,1.0,DAL,tier_4,2.717391304347826,4.076086956521739,17.663043478260867,70.65217391304347,14.945652173913045,2.1739130434782608,0.3333333333333333,DAL,4
4283,DT,Derrick,Shepard,Derrick Shepard,DAL,True,0,0,370,0,12,11,17,1,6,0,0,0,0,0,0,0,0,10,9,0,1,0,15,6,Derrick,Shepard,1551.0,1549.0,10.0,Signed,71.0,0.0,2.0,DAL,tier_5,27.027027027027028,0.0,27.027027027027028,78.37837837837839,0.0,0.0,0.0,DAL,3
4286,CB,Johnny,Dixon,Johnny Dixon,DAL,True,0,21,976,0,20,27,41,0,6,20,21,0,1,1,0,17,0,10,0,1,0,0,15,10,Johnny,Dixon,3215.0,3213.0,10.0,Signed,76.0,2.0,0.0,DAL,tier_4,0.0,3.0737704918032787,17.418032786885245,62.5,17.418032786885245,2.0491803278688523,0.2,DAL,2
4287,SS,Kamari,Wilson,Kamari Wilson,PHI,True,0,24,870,0,48,0,44,0,6,0,24,0,1,0,0,7,0,12,8,2,0,0,15,15,Kamari,Wilson,2630.0,2628.0,12.0,Signed,87.0,4.0,0.0,PHI,tier_2,9.195402298850574,3.4482758620689653,17.241379310344826,105.74712643678161,8.045977011494253,0.0,-0.4666666666666667,PHI,7
4289,MLB,Robert,Woodward,Robert Woodward,DAL,True,0,0,336,0,7,3,9,1,6,1,0,0,0,0,0,2,0,10,0,0,0,0,15,6,Robert,Woodward,2512.0,2510.0,10.0,Signed,62.0,0.0,1.0,DAL,tier_6,0.0,0.0,5.952380952380952,47.61904761904761,5.952380952380952,0.2976190476190476,-0.06666666666666667,DAL,0
4291,SS,Tyler,Owens,Tyler Owens,TB,True,0,16,1037,0,27,33,49,0,6,27,16,0,1,0,0,6,0,5,1,0,2,0,15,15,Tyler,Owens,3213.0,3211.0,5.0,Signed,70.0,0.0,2.0,TB,tier_5,2.8929604628736745,0.9643201542912248,8.678881388621022,73.28833172613308,5.785920925747349,2.6036644165863065,1.4,TB,-1
4293,MLB,Terrence,Lewis,Terrence Lewis,HOU,True,0,8,771,0,24,61,69,0,6,29,4,0,2,0,0,7,0,31,0,0,1,0,11,11,Terrence,Lewis,1550.0,1548.0,31.0,Signed,91.0,0.0,0.0,HOU,tier_1,1.297016861219196,2.594033722438392,10.376134889753567,120.62256809338521,9.079118028534372,3.761348897535668,2.0,HOU,-2
4298,MLB,Damon,Clark,Damon Clark,PHI,True,6,0,496,2,43,0,31,0,6,0,0,0,0,0,0,1,0,12,13,0,2,0,10,10,Damon,Clark,3492.0,3490.0,12.0,Signed,76.0,6.0,0.0,PHI,tier_4,30.241935483870968,4.032258064516129,32.25806451612903,149.19354838709677,2.0161290322580645,0.0,-0.1,PHI,10
4299,CB,Gentry,Williams,Gentry Williams,DEN,True,30,77,797,1,18,25,36,0,6,14,30,0,4,2,0,6,0,3,0,1,0,0,12,3,Gentry,Williams,1047.0,1045.0,3.0,Signed,65.0,10.0,0.0,DEN,tier_6,0.0,10.037641154328732,7.52823086574655,67.75407779171896,7.52823086574655,1.7565872020075282,0.6666666666666666,DEN,9
4302,LOLB,Zina,Umeozulu,Zina Umeozulu,BAL,True,0,0,514,0,22,20,29,0,6,8,0,0,0,0,0,1,0,24,3,0,7,0,12,12,Zina,Umeozulu,1722.0,1720.0,24.0,Signed,76.0,0.0,1.0,BAL,tier_4,19.45525291828794,0.0,21.40077821011673,99.22178988326847,1.9455252918287937,1.556420233463035,0.5833333333333334,BAL,4
4304,MLB,Levi,Draper,Levi Draper,NYJ,True,0,0,529,0,9,24,33,0,6,15,0,1,0,0,0,6,0,17,1,0,1,0,12,7,Levi,Draper,3617.0,3615.0,17.0,Signed,65.0,3.0,0.0,NYJ,tier_6,3.780718336483932,1.890359168241966,15.122873345935728,79.39508506616257,11.342155009451796,2.835538752362949,0.75,NYJ,5
4305,CB,Kelvin,Joseph,Kelvin Joseph,TB,True,0,65,969,0,25,33,42,0,6,17,30,0,3,0,0,14,0,5,1,0,0,0,15,10,Kelvin,Joseph,1446.0,1444.0,5.0,Signed,76.0,2.0,0.0,TB,tier_4,1.0319917440660473,3.0959752321981426,15.479876160990711,69.14344685242519,14.447884416924664,1.7543859649122806,0.2,TB,2
4306,DT,Jonathan,Allen,Jonathan Allen,SEA,True,0,0,762,0,15,29,36,0,6,1,0,0,0,0,0,0,0,27,7,1,9,0,12,3,Jonathan,Allen,45.0,43.0,27.0,Signed,79.0,3.0,0.0,SEA,tier_4,20.99737532808399,1.3123359580052494,20.99737532808399,66.92913385826772,0.0,0.13123359580052493,0.08333333333333333,SEA,0
4307,CB,Damond,Harmon,Damond Harmon,TB,True,0,0,303,0,3,3,8,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,15,5,Damond,Harmon,883.0,881.0,5.0,Signed,68.0,2.0,0.0,TB,tier_6,0.0,0.0,0.0,36.303630363036305,0.0,0.0,0.0,TB,-2
4309,RE,David,Stone,David Stone,GB,True,0,0,450,0,10,24,30,1,6,1,0,0,0,0,0,0,0,19,5,0,6,0,12,12,David,Stone,1419.0,1417.0,19.0,Signed,76.0,0.0,2.0,GB,tier_4,24.444444444444446,0.0,24.444444444444446,88.88888888888889,0.0,0.2222222222222222,0.08333333333333333,GB,0
4310,CB,Jeadyn,Lukus,Jeadyn Lukus,GB,True,0,98,790,0,11,28,38,0,6,11,42,0,3,0,0,4,0,19,0,0,0,0,12,3,Jeadyn,Lukus,374.0,372.0,19.0,Signed,74.0,0.0,0.0,GB,tier_5,0.0,3.7974683544303796,5.063291139240507,62.0253164556962,5.063291139240507,1.3924050632911391,0.5833333333333334,GB,-2
4315,LE,Emmanuel,Ogbah,Emmanuel Ogbah,ARI,True,0,0,383,0,5,19,22,0,6,0,0,0,0,0,0,1,0,6,5,0,4,0,13,13,Emmanuel,Ogbah,1977.0,1975.0,6.0,Signed,74.0,0.0,2.0,ARI,tier_5,23.49869451697128,0.0,26.10966057441253,70.49608355091384,2.6109660574412534,0.0,-0.07692307692307693,ARI,1
4316,SS,Amani,Hooker,Amani Hooker,ARI,True,0,73,1024,0,31,28,36,0,6,22,26,0,3,0,0,8,0,6,0,0,0,0,15,15,Amani,Hooker,1211.0,1209.0,6.0,Signed,77.0,0.0,0.0,ARI,tier_4,0.0,2.9296875,7.8125,65.4296875,7.8125,2.1484375,0.9333333333333333,ARI,-1
4317,SS,Malaki,Starks,Malaki Starks,ARI,True,0,34,384,0,7,6,8,0,6,4,34,0,1,0,0,3,0,6,0,0,0,0,15,4,Malaki,Starks,796.0,794.0,6.0,Signed,65.0,0.0,1.0,ARI,tier_6,0.0,2.6041666666666665,7.8125,39.0625,7.8125,1.0416666666666665,0.06666666666666667,ARI,-2
4318,LOLB,Tausili,Akana,Tausili Akana,ARI,True,25,25,999,1,21,38,44,0,6,10,25,0,1,0,0,4,0,6,8,2,9,0,15,15,Tausili,Akana,3608.0,3606.0,6.0,Signed,78.0,7.0,0.0,ARI,tier_4,17.017017017017018,4.004004004004004,21.021021021021024,65.06506506506507,4.004004004004004,1.001001001001001,0.4,ARI,3
4321,FS,Terrion,Arnold,Terrion Arnold,ARI,True,0,0,503,0,12,17,22,0,6,2,0,0,0,0,0,1,0,6,0,0,0,0,15,6,Terrion,Arnold,2022.0,2020.0,6.0,Signed,69.0,0.0,0.0,ARI,tier_6,0.0,0.0,1.9880715705765406,67.5944333996024,1.9880715705765406,0.3976143141153081,0.06666666666666667,ARI,-3
4322,MLB,Jeremiah,Trotter Jr,Jeremiah Trotter Jr,ARI,True,0,18,1108,0,34,54,76,0,6,29,18,0,1,0,0,11,0,6,4,0,2,0,15,15,Jeremiah,Trotter Jr,2740.0,2738.0,6.0,Signed,87.0,0.0,0.0,ARI,tier_2,5.415162454873646,0.9025270758122744,15.342960288808664,99.27797833935017,9.927797833935019,2.6173285198555956,1.2,ARI,-2
4323,MLB,Osman,Savage,Osman Savage,ARI,True,0,0,1346,0,41,87,105,0,6,38,0,0,0,0,0,1,0,6,3,0,2,0,15,4,Osman,Savage,3718.0,3716.0,6.0,Signed,86.0,0.0,1.0,ARI,tier_2,3.714710252600297,0.0,4.457652303120357,108.46953937592868,0.7429420505200593,2.823179791976226,2.466666666666667,ARI,-6
4325,ROLB,Drew,Sanders,Drew Sanders,ARI,True,0,0,1094,1,24,35,48,1,6,5,0,0,0,0,0,2,0,6,7,1,6,1,13,13,Drew,Sanders,1066.0,1064.0,6.0,Signed,83.0,1.0,0.0,ARI,tier_3,11.882998171846435,2.742230347349177,13.711151736745887,65.81352833638026,1.8281535648994516,0.4570383912248629,0.23076923076923078,ARI,-2
