Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow
,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0.40-0.59,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,0.40,,,,
,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0.20-0.39,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,,0.20,,,,
,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0.00-0.19,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,0.00,,,,
,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,
,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,
,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,,
,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,,,,,,,
,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,5-25,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,5,,,,,,,
,,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,100-250,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,100,,,
,,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,80-99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,80,,,
,,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,60-79,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,60,,,
,,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,40-59,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,40,,,
,,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,20-39,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,20,,,
,,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0-20,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,1-5,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,
,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0.80-0.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,0.80,,,,
,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0.60-0.79,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,0.60,,,,
,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0.40-0.59,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,0.40,,,,
,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0.20-0.39,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,,0.20,,,,
,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0.00-0.19,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,0.00,,,,
,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,
,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,
,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,,
,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,,,,,,,
,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,5-25,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,5,,,,,,,
,,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,100-250,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,100,,,
,,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,80-99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,80,,,
,,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,60-79,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,60,,,
,,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,40-59,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,40,,,
,,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,20-39,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,20,,,
,,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0-20,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,1-5,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,
,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0.80-0.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,0.80,,,,
,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0.60-0.79,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,0.60,,,,
,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0.40-0.59,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,0.40,,,,
,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0.20-0.39,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,,0.20,,,,
,,,,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0.00-0.19,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,0.00,,,,
,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,
,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,
,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,,
,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,,,,,,,
,,,,,,,,,RB,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,5-25,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,5,,,,,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,85-250,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,85,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,70-84,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,70,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,55-69,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,55,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,40-54,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-7.0,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,40,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,20-39,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,20,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0-19,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-15.0,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.80-5.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,0.80,,,,
,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.65-0.79,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,0.65,,,,
,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.50-0.64,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,0.50,,,,
,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.35-0.49,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,0.35,,,,
,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.20-0.34,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-5.0,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,0.20,,,,
,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.00-0.19,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-7.0,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,0.00,,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,85-250,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,85,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,70-84,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,70,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,55-69,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,55,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,40-54,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-5.0,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,40,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,20-39,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-7.0,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,20,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0-19,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.80-5.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,0.80,,,,
,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.65-0.79,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,0.65,,,,
,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.50-0.64,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,0.50,,,,
,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.35-0.49,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,0.35,,,,
,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.20-0.34,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,0.20,,,,
,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.00-0.19,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,0.00,,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,85-250,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,85,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,70-84,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,70,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,55-69,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,55,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,40-54,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,40,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,20-39,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-5.0,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,20,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0-19,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-8.0,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.80-5.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,0.80,,,,
,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.65-0.79,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,0.65,,,,
,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.50-0.64,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,0.50,,,,
,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.35-0.49,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,0.35,,,,
,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.20-0.34,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,0.20,,,,
,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.00-0.19,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-5.0,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,0.00,,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,85-250,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,85,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,70-84,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,70,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,55-69,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,55,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,40-54,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,40,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,20-39,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,20,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0-19,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.80-5.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,0.80,,,,
,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.65-0.79,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,0.65,,,,
,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.50-0.64,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,0.50,,,,
,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.35-0.49,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,0.35,,,,
,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.20-0.34,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,0.20,,,,
,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.00-0.19,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,0.00,,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,85-250,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,85,,,
,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,70-84,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,70,,,
